Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
24,359.92,358.58,359.06,359.15,352.19,243.9,161.35,406.988090317467,440.30947040477,415.730858986301,373.778781561293,340.906642517647,320.865866479963,310.18159926442,304.951228719826,302.703679636396,302.295501864002,302.501729620631,0.084,25900,90,0.98
25,359.92,358.57,359.05,359.19,352.34,244.24,161.76,407.092417743892,440.429254703402,415.861690367366,373.887708530683,340.980801079966,320.909303645008,310.204603040064,304.963053456393,302.710564347777,302.301516022896,302.507743779525,0.084,25900,90,0.98
26,359.91,358.56,359.04,359.22,352.49,244.61,162.13,407.196593925086,440.548871909631,415.992392166411,373.996580835013,341.054963066909,320.952766209841,310.227630560568,304.974894334909,302.717460072636,302.307540174951,302.513767931579,0.084,25900,90,0.98
27,359.89,358.56,359.02,359.26,352.64,245.02,162.61,407.300619145319,440.668322326291,416.122964510106,374.105398410887,341.129128355467,320.996254097989,310.250681806955,304.98675136245,302.72436682334,302.313574332772,302.5198020894,0.084,25900,90,0.98
28,359.89,358.56,359.01,359.29,352.79,245.31,163.1,407.404493692779,440.787606247361,416.253407521099,374.214161194001,341.203296822604,321.039767232915,310.273756760126,304.998624546032,302.731284612248,302.319618508967,302.525846265596,0.084,25900,90,0.98
29,359.87,358.56,359.0,359.32,352.96,245.74,163.73,407.508217853266,440.906723969465,416.383721323751,374.322869121217,341.277468345865,321.083305538153,310.296855400871,305.010513892592,302.738213451698,302.325672716134,302.531900472763,0.084,25900,90,0.98
30,359.84,358.54,358.97,359.36,353.13,246.14,164.25,407.611791913495,441.025675785764,416.513906041007,374.431522129424,341.351642803077,321.126868937249,310.319977709868,305.022419408998,302.745153354011,302.331736966866,302.537964723494,0.084,25900,90,0.98
31,359.82,358.54,358.97,359.4,353.25,246.51,164.74,407.715216157115,441.144461992821,416.643961797827,374.540120156712,341.425820072608,321.170457353814,310.343123667697,305.03434110206,302.752104331501,302.337811273757,302.544039030386,0.084,25900,90,0.98
32,359.8,358.54,358.96,359.44,353.39,246.87,165.31,407.818490869927,441.263082881851,416.773888716899,374.648663140966,341.500000033061,321.214070711459,310.366293254814,305.046278978504,302.759066396455,302.343895649389,302.550123406018,0.084,25900,90,0.98
33,359.78,358.53,358.95,359.48,353.55,247.21,165.82,407.921616332953,441.381538750448,416.903686924379,374.757151021734,341.574182563723,321.257708933897,310.389486451586,305.058233044999,302.766039561151,302.349990106345,302.556217862973,0.084,25900,90,0.98
34,359.77,358.52,358.93,359.52,353.7,247.56,166.22,408.024592833146,441.499829884525,417.033356541038,374.865583737233,341.648367543764,321.301371944761,310.412703238246,305.070203308133,302.773023837845,302.356094657196,302.562322413824,0.084,25900,90,0.98
35,359.75,358.51,358.92,359.56,353.87,247.83,166.58,408.127420649487,441.617956581813,417.162897693777,374.973961228355,341.72255485337,321.345059667865,310.435943594946,305.08218977443,302.780019238776,302.362209314507,302.568437071136,0.084,25900,90,0.98
36,359.73,358.5,358.91,359.59,354.04,248.23,166.89,408.230100066569,441.735919128453,417.292310504097,375.08228343458,341.796744372545,321.388772026934,310.459207501716,305.094192450349,302.787025776175,302.368334090848,302.574561847477,0.084,25900,90,0.98
37,359.71,358.49,358.89,359.64,354.2,248.67,167.23,408.332631360353,441.853717823938,417.421595100465,375.190550298402,341.870935982431,321.432508945901,310.482494938506,305.106211342275,302.794043462246,302.374468998771,302.580696755399,0.084,25900,90,0.98
38,359.68,358.47,358.87,359.69,354.45,249.11,167.74,408.435014816058,441.971352950047,417.550751602866,375.298761759774,341.945129563665,321.476270348534,310.505805885123,305.118246456522,302.801072309178,302.380614050826,302.586841807454,0.084,25900,90,0.98
39,359.65,358.45,358.85,359.72,354.7,249.55,168.22,408.537250711913,442.088824798901,417.6797801368,375.406917761136,342.019324997846,321.520056158777,310.529140321297,305.130297799339,302.808112329146,302.386769259558,302.592997016187,0.084,25900,90,0.98
40,359.63,358.44,358.85,359.76,354.86,250.04,168.64,408.639339327966,442.206133657803,417.808680825649,375.515018244688,342.093522166762,321.563866300572,310.552498226644,305.142365376901,302.815163534301,302.392934637503,302.599162394131,0.084,25900,90,0.98
41,359.61,358.43,358.84,359.8,355.03,250.55,169.19,408.741280940309,442.323279819115,417.937453795685,375.623063154135,342.167720952849,321.60770069796,310.575879580693,305.154449195322,302.822225936784,302.399110197191,302.60533795382,0.084,25900,90,0.98
42,359.59,358.41,358.83,359.82,355.18,250.89,169.73,408.843075828839,442.440263566825,418.06609916927,375.731052432318,342.241921238571,321.651559274948,310.599299824216,305.166549260638,302.829299548711,302.405295951147,302.611523707776,0.084,25900,90,0.98
43,359.57,358.4,358.82,359.86,355.36,251.38,170.3,408.944724267467,442.557085193572,418.194617073443,375.838986024237,342.316122907244,321.695441955697,310.622747857281,305.178665578824,302.836384382187,302.411491911888,302.617719668516,0.084,25900,90,0.98
44,359.55,358.38,358.81,359.89,355.53,251.82,170.54,409.046226536677,442.673744979212,418.323007629194,375.94686387321,342.390325841935,321.739348664262,310.646219339199,305.190798155776,302.843480449289,302.417698091919,302.623925848547,0.084,25900,90,0.98
45,359.53,358.37,358.8,359.93,355.71,252.29,170.77,409.147582906741,442.790243219136,418.451270965592,376.054685925976,342.464529926959,321.783279324952,310.669714249008,305.202946997335,302.850587762084,302.423914503743,302.630142260372,0.084,25900,90,0.98
46,359.51,358.36,358.79,359.96,355.88,252.81,171.2,409.248793658036,442.9065801899,418.579407202542,376.162452126423,342.53873504603,321.827233861892,310.693232565601,305.215112109258,302.857706332617,302.430141159855,302.636368916484,0.084,25900,90,0.98
47,359.48,358.33,358.78,359.99,356.16,253.28,172.23,409.349859064501,443.02275617753,418.707416465113,376.270162420833,342.612941083808,321.871212199387,310.7167742678,305.227293497245,302.864836172916,302.436378072741,302.64260582937,0.084,25900,90,0.98
48,359.44,358.29,358.77,360.02,356.4,253.66,173.21,409.450779399797,443.138771466602,418.835298877861,376.377816755764,342.687147925274,321.915214261778,310.740339334324,305.239491166921,302.871977294987,302.442625254878,302.648853011507,0.084,25900,90,0.98
49,359.42,358.28,358.77,360.04,356.57,253.88,173.78,409.551554933375,443.254626347308,418.963054568554,376.485415079441,342.761355456146,321.959239973539,310.76392774381,305.251705123846,302.879129710818,302.448882718735,302.655110475364,0.084,25900,90,0.98
50,359.41,358.27,358.76,360.07,356.73,254.1,174.32,409.652185941523,443.370321096689,419.090683658624,376.592957338242,342.835563561817,322.00328925903,310.787539474769,305.263935373506,302.886293432378,302.455150476773,302.661378233402,0.084,25900,90,0.98
51,359.4,358.26,358.76,360.11,356.88,254.27,174.72,409.752672695401,443.48585599861,419.218065510988,376.70044348044,342.909772128507,322.047362042772,310.811174505637,305.276181921327,302.893468471618,302.461428541446,302.667656298075,0.084,25900,90,0.98
52,359.37,358.23,358.74,360.14,357.02,254.4,175.06,409.853015468486,443.60123133145,419.345312461346,376.807873453812,342.983981042505,322.09145824926,310.83483281474,305.288444772657,302.900654840468,302.467716925198,302.673944681826,0.084,25900,90,0.98
53,359.34,358.22,358.74,360.18,357.17,254.52,175.32,409.953214524326,443.716447388901,419.472432854123,376.91524720963,343.058190191388,322.135577803262,310.858514380346,305.300723932786,302.907852550836,302.474015640461,302.68024339709,0.084,25900,90,0.98
54,359.33,358.21,358.73,360.22,357.31,254.6,175.52,410.053270143704,443.831504433645,419.599426805789,377.022564693959,343.132399461417,322.1797206292,310.882219180566,305.313019406925,302.915061614616,302.480324699665,302.686552456294,0.084,25900,90,0.98
