Time,TC1_tip,TC2,TC3,TC4,TC_9_5,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
76,364.55,366.43,343.12,205.44,23.98,316.392109227826,338.088449933778,338.088449933778,338.088449933778,338.088449933778,338.088449933778,338.088449933778,338.088449933778,338.088449933778,338.088449933778,367.682872209825,0.0375,25900,25,0.98
77,364.58,366.51,343.16,205.52,24.21,316.558118462796,338.272797423275,338.272797423275,338.272797423275,338.272797423275,338.272797423275,338.272797423275,338.272797423275,338.272797423275,338.272797423275,367.867219699322,0.0375,25900,25,0.98
78,364.61,366.61,343.19,205.61,24.16,316.724053009577,338.457072297531,338.457072297531,338.457072297531,338.457072297531,338.457072297531,338.457072297531,338.457072297531,338.457072297531,338.457072297531,368.051494573578,0.0375,25900,25,0.98
79,364.63,366.66,343.24,205.86,24.16,316.88991285233,338.641274527923,338.641274527923,338.641274527923,338.641274527923,338.641274527923,338.641274527923,338.641274527923,338.641274527923,338.641274527923,368.23569680397,0.0375,25900,25,0.98
80,364.65,366.7,343.24,206.12,24.09,317.055697975273,338.825404085883,338.825404085883,338.825404085883,338.825404085883,338.825404085883,338.825404085883,338.825404085883,338.825404085883,338.825404085883,368.41982636193,0.0375,25900,25,0.98
81,364.68,366.76,343.29,206.39,24.1,317.221408362679,339.009460942899,339.009460942899,339.009460942899,339.009460942899,339.009460942899,339.009460942899,339.009460942899,339.009460942899,339.009460942899,368.603883218946,0.0375,25900,25,0.98
82,364.72,366.86,343.32,206.59,24.15,317.387043998874,339.193445070514,339.193445070514,339.193445070514,339.193445070514,339.193445070514,339.193445070514,339.193445070514,339.193445070514,339.193445070514,368.787867346561,0.0375,25900,25,0.98
83,364.77,366.98,343.4,206.74,24.13,317.552604868239,339.377356440326,339.377356440326,339.377356440326,339.377356440326,339.377356440326,339.377356440326,339.377356440326,339.377356440326,339.377356440326,368.971778716373,0.0375,25900,25,0.98
84,364.79,367.05,343.48,206.82,24.07,317.718090955213,339.561195023989,339.561195023989,339.561195023989,339.561195023989,339.561195023989,339.561195023989,339.561195023989,339.561195023989,339.561195023989,369.155617300036,0.0375,25900,25,0.98
85,364.82,367.1,343.53,206.81,24.12,317.883502244285,339.744960793213,339.744960793213,339.744960793213,339.744960793213,339.744960793213,339.744960793213,339.744960793213,339.744960793213,339.744960793213,369.33938306926,0.0375,25900,25,0.98
86,364.85,367.17,343.6,206.78,24.23,318.048838720002,339.928653719762,339.928653719762,339.928653719762,339.928653719762,339.928653719762,339.928653719762,339.928653719762,339.928653719762,339.928653719762,369.523075995809,0.0375,25900,25,0.98
87,364.87,367.24,343.67,206.65,24.22,318.214100366965,340.112273775456,340.112273775456,340.112273775456,340.112273775456,340.112273775456,340.112273775456,340.112273775456,340.112273775456,340.112273775456,369.706696051503,0.0375,25900,25,0.98
88,364.91,367.31,343.71,206.55,24.4,318.379287169829,340.295820932172,340.295820932172,340.295820932172,340.295820932172,340.295820932172,340.295820932172,340.295820932172,340.295820932172,340.295820932172,369.890243208219,0.0375,25900,25,0.98
89,364.94,367.37,343.76,206.58,24.53,318.544399113304,340.479295161841,340.479295161841,340.479295161841,340.479295161841,340.479295161841,340.479295161841,340.479295161841,340.479295161841,340.479295161841,370.073717437889,0.0375,25900,25,0.98
90,364.97,367.42,343.83,206.68,24.43,318.709436182158,340.662696436451,340.662696436451,340.662696436451,340.662696436451,340.662696436451,340.662696436451,340.662696436451,340.662696436451,340.662696436451,370.257118712498,0.0375,25900,25,0.98
91,365.02,367.53,343.89,206.73,24.5,318.874398361209,340.846024728044,340.846024728044,340.846024728044,340.846024728044,340.846024728044,340.846024728044,340.846024728044,340.846024728044,340.846024728044,370.440447004091,0.0375,25900,25,0.98
92,365.07,367.63,343.95,206.73,24.52,319.039285635332,341.02928000872,341.02928000872,341.02928000872,341.02928000872,341.02928000872,341.02928000872,341.02928000872,341.02928000872,341.02928000872,370.623702284767,0.0375,25900,25,0.98
93,365.09,367.69,343.96,206.78,24.38,319.204097989458,341.212462250633,341.212462250633,341.212462250633,341.212462250633,341.212462250633,341.212462250633,341.212462250633,341.212462250633,341.212462250633,370.80688452668,0.0375,25900,25,0.98
