Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9_5,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
15,358.96,358.49,359.64,360.3,359.57,361.8,359.24,359.87,358.74,374.76,337.36,410.819299034016,417.886637116904,341.41265996643,310.03374680052,302.140923422801,300.444884356426,300.092126103164,300.019069845366,300.003958143944,300.000964657731,300.001237708022,0.1575,25900,100,0.98
16,358.92,358.44,359.58,360.28,359.56,361.76,359.22,359.89,358.93,374.57,337.76,410.925795032892,418.021651004146,341.490897297512,310.058203968651,302.146569431518,300.446076213806,300.092373095395,300.019120961072,300.003968796746,300.000967402126,300.001240026042,0.1575,25900,100,0.98
17,358.92,358.42,359.56,360.26,359.54,361.72,359.2,359.88,359.07,374.63,338.09,411.032123305319,418.156518998397,341.56913446492,310.082687998287,302.15224178741,300.447270298781,300.092620555404,300.019172173805,300.003979469954,300.000970152076,300.001242348828,0.1575,25900,100,0.98
18,358.91,358.4,359.55,360.23,359.52,361.7,359.18,359.89,359.21,374.87,338.44,411.138284206363,418.291241259137,341.647371320987,310.107198856032,302.157923822031,300.448466615478,300.09286848414,300.019223483763,300.003990163611,300.00097290759,300.00124467639,0.1575,25900,100,0.98
19,358.89,358.37,359.52,360.22,359.51,361.67,359.16,359.88,359.35,375.04,338.83,411.244278079722,418.425817953833,341.725607719563,310.131736508422,302.163615545475,300.449665168035,300.093116882552,300.019274891148,300.004000877758,300.000975668682,300.001247008737,0.1575,25900,100,0.98
20,358.88,358.36,359.5,360.19,359.49,361.63,359.12,359.86,359.49,375.61,339.24,411.350105276664,418.560249243298,341.803843514296,310.156300921814,302.1693169678,300.450865960589,300.093365751592,300.019326396158,300.004011612438,300.000978435361,300.00124934588,0.1575,25900,100,0.98
21,358.85,358.35,359.48,360.17,359.48,361.58,359.1,359.86,359.64,376.73,339.68,411.455766145217,418.694535290335,341.882078559605,310.180892062439,302.175028099028,300.452068997285,300.093615092214,300.019377998995,300.004022367693,300.00098120764,300.001251687828,0.1575,25900,100,0.98
22,358.85,358.34,359.47,360.16,359.47,361.57,359.08,359.86,359.82,377.64,340.13,411.561261034185,418.828676256425,341.960312710384,310.205509896391,302.180748949133,300.45327428227,300.093864905374,300.01942969986,300.004033143567,300.000983985529,300.00125403459,0.1575,25900,100,0.98
23,358.83,358.34,359.45,360.14,359.45,361.53,359.06,359.85,360.01,378.58,340.58,411.666590284622,418.962672308285,342.038545822666,310.230154389681,302.186479528068,300.454481819699,300.094115192031,300.019481498955,300.004043940101,300.000986769041,300.001256386176,0.1575,25900,100,0.98
24,358.8,358.33,359.43,360.11,359.43,361.5,359.04,359.84,360.3,379.66,341.2,411.771754248204,419.096523603658,342.116777752023,310.254825508119,302.192219845743,300.455691613728,300.094365953144,300.019533396483,300.004054757339,300.000989558186,300.001258742596,0.1575,25900,100,0.98
25,358.76,358.3,359.4,360.08,359.4,361.45,359.03,359.83,360.56,379.87,341.79,411.876753259547,419.230230312956,342.195008356074,310.279523217492,302.197969912032,300.456903668523,300.094617189675,300.019585392644,300.004065595323,300.000992352975,300.00126110386,0.1575,25900,100,0.98
26,358.74,358.29,359.4,360.05,359.37,361.43,359.02,359.83,360.7,379.9,342.15,411.981587672101,419.363792591083,342.273237491176,310.304247483338,302.20372973677,300.458117988249,300.094868902589,300.019637487643,300.004076454097,300.000995153421,300.001263469976,0.1575,25900,100,0.98
27,358.69,358.28,359.37,360.04,359.36,361.4,359.02,359.83,360.81,380.32,342.47,412.086257823198,419.497210605004,342.351465015686,310.328998271163,302.209499329754,300.459334577078,300.095121092852,300.019689681684,300.004087333703,300.000997959535,300.001265840956,0.1575,25900,100,0.98
28,358.66,358.26,359.36,360.01,359.34,361.38,359.02,359.83,360.91,381.18,342.77,412.190764051776,419.630484519557,342.429690788252,310.353775546343,302.215278700749,300.460553439187,300.095373761432,300.01974197497,300.004098234185,300.001000771328,300.001268216809,0.1575,25900,100,0.98
29,358.61,358.25,359.34,359.98,359.31,361.34,359.0,359.82,361.0,381.3,343.02,412.29510670513,419.763614492274,342.507914667237,310.378579274069,302.221067859481,300.461774578759,300.0956269093,300.019794367706,300.004109155585,300.001003588811,300.001270597544,0.1575,25900,100,0.98
30,358.56,358.22,359.32,359.93,359.27,361.33,359.0,359.81,361.08,381.43,343.3,412.399286114968,419.896600692668,342.586136512975,310.403409419498,302.226866815628,300.462997999975,300.095880537428,300.019846860097,300.004120097948,300.001006411997,300.001272983172,0.1575,25900,100,0.98
31,358.53,358.22,359.3,359.91,359.27,361.31,359.0,359.81,361.16,381.74,343.6,412.503302627631,420.029443277309,342.664356184834,310.428265947588,302.232675578846,300.464223707029,300.09613464679,300.019899452348,300.004131061316,300.001009240897,300.001275373702,0.1575,25900,100,0.98
32,358.49,358.2,359.29,359.9,359.24,361.3,358.98,359.82,361.23,382.03,343.89,412.607156576956,420.162142412665,342.742573543893,310.453148823233,302.238494158739,300.465451704113,300.096389238363,300.019952144665,300.004142045734,300.001012075522,300.001277769145,0.1575,25900,100,0.98
33,358.43,358.16,359.26,359.86,359.21,361.27,358.98,359.82,361.33,382.36,344.38,412.710848301498,420.294698260054,342.820788451193,310.478058011197,302.244322564889,300.466681995428,300.096644313126,300.020004937255,300.004153051245,300.001014915885,300.001280169509,0.1575,25900,100,0.98
34,358.38,358.14,359.24,359.84,359.18,361.26,358.97,359.83,361.46,382.68,344.92,412.814378133641,420.427110985723,342.899000768927,310.502993476137,302.250160806818,300.467914585176,300.096899872059,300.020057830324,300.004164077893,300.001017761996,300.001282574805,0.1575,25900,100,0.98
35,358.35,358.13,359.22,359.83,359.17,361.24,358.97,359.83,361.57,383.11,345.26,412.917746414728,420.55938074748,342.977210358796,310.52795518255,302.256008894029,300.469149477564,300.097155916146,300.02011082408,300.004175125721,300.001020613868,300.001284985044,0.1575,25900,100,0.98
36,358.31,358.1,359.21,359.81,359.15,361.23,358.97,359.85,361.69,383.54,345.61,413.020953476969,420.69150770996,343.055417083894,310.552943094869,302.261866835976,300.470386676806,300.097412446371,300.020163918731,300.004186194774,300.001023471512,300.001287400234,0.1575,25900,100,0.98
37,358.29,358.09,359.19,359.78,359.14,361.22,358.96,359.84,361.81,383.53,345.96,413.123999650606,420.823492038713,343.133620807984,310.57795717742,302.267734642076,300.471626187116,300.09766946372,300.020217114485,300.004197285095,300.00102633494,300.001289820386,0.1575,25900,100,0.98
38,358.25,358.07,359.16,359.77,359.12,361.2,358.96,359.85,361.93,383.63,346.29,413.226885269649,420.955333895406,343.211821394895,310.602997394395,302.273612321709,300.472868012715,300.097926969184,300.02027041155,300.00420839673,300.001029204164,300.00129224551,0.1575,25900,100,0.98
39,358.22,358.05,359.14,359.75,359.1,361.19,358.97,359.85,362.05,383.85,346.6,413.329610669588,421.087033440045,343.290018708802,310.628063709847,302.279499884212,300.474112157828,300.098184963753,300.020323810137,300.004219529722,300.001032079195,300.001294675616,0.1575,25900,100,0.98
40,358.18,358.03,359.13,359.72,359.08,361.17,358.96,359.85,362.15,384.13,346.92,413.432176181059,421.218590835474,343.368212614755,310.653156087756,302.285397338891,300.475358626683,300.09844344842,300.020377310454,300.004230684115,300.001034960046,300.001297110714,0.1575,25900,100,0.98
41,358.16,358.03,359.11,359.71,359.08,361.17,358.97,359.86,362.27,384.41,347.26,413.534582128611,421.350006249015,343.446402978943,310.67827449203,302.291304695,300.476607423514,300.098702424181,300.020430912713,300.004241859955,300.001037846728,300.001299550815,0.1575,25900,100,0.98
42,358.11,357.99,359.07,359.7,359.06,361.16,358.97,359.86,362.42,384.58,347.76,413.636828849833,421.48127983656,343.524589666637,310.703418886374,302.297221961765,300.477858552558,300.098961892033,300.020484617123,300.004253057285,300.001040739253,300.001301995927,0.1575,25900,100,0.98
43,358.06,357.96,359.05,359.68,359.04,361.15,358.97,359.86,362.58,384.69,348.31,413.738916663615,421.612411768694,343.602772545509,310.728589234515,302.303149148367,300.479112018055,300.099221852975,300.020538423897,300.00426427615,300.001043637634,300.001304446062,0.1575,25900,100,0.98
44,358.03,357.94,359.02,359.66,359.03,361.12,358.97,359.85,362.69,384.96,348.7,413.840845905483,421.74340220153,343.680951481942,310.75378549994,302.309086263945,300.48036782425,300.09948230801,300.020592333245,300.004275516596,300.001046541881,300.00130690123,0.1575,25900,100,0.98
45,358.0,357.93,359.01,359.63,359.02,361.11,358.97,359.84,362.79,385.57,349.09,413.942616898089,421.874251301059,343.759126344107,310.779007646132,302.315033317603,300.481625975393,300.09974325814,300.02064634538,300.004286778667,300.001049452008,300.00130936144,0.1575,25900,100,0.98
46,357.98,357.92,358.99,359.62,359.02,361.1,358.97,359.83,362.9,386.05,349.45,414.044229968483,422.004959228865,343.837297000166,310.804255636432,302.320990318403,300.482886475737,300.100004704372,300.020700460514,300.004298062407,300.001052368025,300.001311826704,0.1575,25900,100,0.98
47,357.94,357.91,358.98,359.6,359.0,361.08,358.97,359.83,363.01,386.35,349.79,414.145685444649,422.135526145295,343.915463318616,310.829529434055,302.326957275365,300.484149329538,300.100266647714,300.020754678862,300.004309367864,300.001055289945,300.00131429703,0.1575,25900,100,0.98
48,357.91,357.88,358.96,359.59,358.99,361.07,358.97,359.82,363.14,386.91,350.14,414.246983648777,422.265952214359,343.993625169013,310.854829002169,302.332934197472,300.485414541058,300.100529089175,300.020809000636,300.00432069508,300.001058217781,300.00131677243,0.1575,25900,100,0.98
49,357.89,357.86,358.94,359.57,358.99,361.05,358.96,359.8,363.25,387.51,350.5,414.348124903881,422.396237599021,344.07178242127,310.880154303821,302.338921093662,300.48668211456,300.100792029768,300.02086342605,300.004332044103,300.001061151543,300.001319252914,0.1575,25900,100,0.98
50,357.85,357.85,358.93,359.56,358.98,361.05,358.96,359.8,363.36,387.6,350.84,414.449109528252,422.52638246518,344.149934946229,310.905505301994,302.344917972838,300.487952054314,300.101055470506,300.02091795532,300.004343414976,300.001064091245,300.001321738492,0.1575,25900,100,0.98
51,357.8,357.83,358.9,359.54,358.96,361.04,358.94,359.79,363.51,387.76,351.31,414.549937852508,422.656386967954,344.228082613858,310.930881959465,302.350924843858,300.489224364593,300.101319412408,300.02097258866,300.004354807747,300.001067036899,300.001324229174,0.1575,25900,100,0.98
52,357.75,357.79,358.87,359.52,358.95,361.02,358.93,359.78,363.65,388.18,351.77,414.650610198917,422.786251268767,344.306225295487,310.95628423898,302.356941715538,300.49049904967,300.101583856489,300.021027326286,300.00436622246,300.001069988516,300.001326724971,0.1575,25900,100,0.98
53,357.72,357.76,358.86,359.51,358.94,361.01,358.93,359.77,363.74,388.55,352.06,414.751126872235,422.915975542419,344.384362864673,310.981712103324,302.36296859666,300.491776113828,300.101848803772,300.021082168414,300.004377659161,300.001072946109,300.001329225893,0.1575,25900,100,0.98
54,357.69,357.74,358.85,359.49,358.92,361.0,358.93,359.78,363.83,388.84,352.35,414.851488203226,423.045559942079,344.462495192728,311.007165514967,302.369005495955,300.493055561347,300.102114255279,300.021137115262,300.004389117896,300.00107590969,300.001331731951,0.1575,25900,100,0.98
55,357.65,357.71,358.82,359.48,358.91,361.0,358.91,359.77,363.91,389.13,352.64,414.951694514404,423.175004626213,344.540622152156,311.032644436358,302.375052422126,300.494337396518,300.102380212035,300.021192167045,300.004400598711,300.001078879271,300.001334243155,0.1575,25900,100,0.98
56,357.62,357.68,358.81,359.47,358.91,360.98,358.91,359.77,364.0,389.74,352.94,415.051746113334,423.304309765838,344.61874361761,311.05814882995,302.381109383818,300.495621623628,300.102646675067,300.021247323982,300.004412101652,300.001081854865,300.001336759516,0.1575,25900,100,0.98
57,357.58,357.65,358.8,359.45,358.89,360.96,358.9,359.74,364.09,390.28,353.24,415.151643325519,423.433475515775,344.696859462175,311.083678657968,302.387176389647,300.496908246972,300.102913645404,300.021302586291,300.004423626766,300.001084836484,300.001339281043,0.1575,25900,100,0.98
58,357.54,357.64,358.79,359.43,358.88,360.95,358.88,359.75,364.18,390.41,353.53,415.251386464192,423.562502040462,344.774969560689,311.109233882638,302.393253448187,300.498197270849,300.103181124077,300.02135795419,300.004435174098,300.001087824141,300.001341807748,0.1575,25900,100,0.98
59,357.51,357.6,358.77,359.42,358.87,360.94,358.88,359.73,364.26,390.62,353.82,415.35097584009,423.691389505743,344.853073788715,311.134814466105,302.399340567963,300.499488699559,300.103449112119,300.021413427899,300.004446743695,300.001090817846,300.001344339641,0.1575,25900,100,0.98
60,357.46,357.55,358.74,359.4,358.85,360.92,358.86,359.72,364.39,390.81,354.26,415.450411776199,423.820138066651,344.931172020879,311.160420370325,302.405437757465,300.500782537407,300.103717610566,300.021469007637,300.004458335604,300.001093817614,300.001346876732,0.1575,25900,100,0.98
61,357.4,357.51,358.72,359.38,358.84,360.89,358.84,359.71,364.52,391.12,354.71,415.549694574647,423.948747894838,345.009264134546,311.186051557332,302.411545025135,300.502078788699,300.103986620456,300.021524693625,300.00446994987,300.001096823457,300.001349419033,0.1575,25900,100,0.98
